taxon,lineage,conflict,ambiguity_score,scorpio_call,scorpio_support,scorpio_conflict,version,pangolin_version,pangoLEARN_version,pango_version,status,note
VA-DCLS-4772_S29_L001,B.1.1.7,0,,Alpha (B.1.1.7-like),0.9565,0.0435,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Usher placements: B.1.1.7(1/1)
VA-DCLS-4773_S30_L001,B.1.1.7,0,,Alpha (B.1.1.7-like),0.913,0.0435,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 21; Ref alleles 1; Amb alleles 1; Usher placements: B.1.1.7(4/4)
VA-DCLS-4774_S31_L001,B.1.1.7,0,,Alpha (B.1.1.7-like),0.9565,0.0435,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Usher placements: B.1.1.7(3/3)
VA-DCLS-4775_S32_L001,B.1.1.7,0,,Alpha (B.1.1.7-like),0.9565,0.0435,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Usher placements: B.1.1.7(1/1)
VA-DCLS-4776_S33_L001,B.1.1.7,0,,Alpha (B.1.1.7-like),0.9565,0.0435,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Usher placements: B.1.1.7(2/2)
VA-DCLS-4777_S34_L001,B.1.1.7,0,,Alpha (B.1.1.7-like),0.9565,0.0435,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Usher placements: B.1.1.7(3/3)
VA-DCLS-4778_S35_L001,B.1.1.7,0,,Alpha (B.1.1.7-like),0.9565,0.0435,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Usher placements: B.1.1.7(1/1)
VA-DCLS-4779_S36_L001,B.1.1.7,0,,Alpha (B.1.1.7-like),0.9565,0.0435,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Usher placements: B.1.1.7(1/1)
VA-DCLS-4780_S37_L001,B.1.1.7,0,,Alpha (B.1.1.7-like),0.9565,0.0435,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Usher placements: B.1.1.7(1/1)
VA-DCLS-4781_S38_L001,B.1.1.7,0,,Alpha (B.1.1.7-like),0.913,0.0435,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 21; Ref alleles 1; Amb alleles 1; Usher placements: B.1.1.7(1/1)
VA-DCLS-4782_S39_L001,B.1.1.7,0,,Alpha (B.1.1.7-like),0.9565,0.0435,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Usher placements: B.1.1.7(1/1)
VA-DCLS-4783_S40_L001,B.1.1.7,0,,Alpha (B.1.1.7-like),0.9565,0.0435,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Usher placements: B.1.1.7(1/1)
VA-DCLS-4784_S41_L001,B.1.1.7,0,,Alpha (B.1.1.7-like),0.9565,0.0435,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Usher placements: B.1.1.7(1/1)
VA-DCLS-4785_S42_L001,B.1.1.7,0,,Alpha (B.1.1.7-like),0.913,0.0435,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 21; Ref alleles 1; Amb alleles 1; Usher placements: B.1.1.7(3/3)
VA-DCLS-4789_S46_L001,B.1.637,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.637(2/2)
VA-DCLS-4790_S47_L001,B.1.1.7,0,,Alpha (B.1.1.7-like),0.9565,0.0435,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Usher placements: B.1.1.7(1/1)
VA-DCLS-4791_S50_L001,B.1.1.7,0,,Alpha (B.1.1.7-like),0.9565,0.0435,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Usher placements: B.1.1.7(1/1)
VA-DCLS-4792_S51_L001,B.1.351,0,,Beta (B.1.351-like),0.8571,0,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 0; Usher placements: B.1.351(1/1)
VA-DCLS-4793_S52_L001,B.1.1.7,0,,Alpha (B.1.1.7-like),0.913,0.0435,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 21; Ref alleles 1; Amb alleles 1; Usher placements: B.1.1.7(1/1)
VA-DCLS-4794_S53_L001,B.1.1.7,0,,Alpha (B.1.1.7-like),0.913,0.0435,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 21; Ref alleles 1; Amb alleles 1; Usher placements: B.1.1.7(1/1)
VA-DCLS-4795_S54_L001,B.1.1.7,0,,Alpha (B.1.1.7-like),0.9565,0.0435,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Usher placements: B.1.1.7(1/1)
VA-DCLS-4796_S55_L001,B.1.1.7,0,,Alpha (B.1.1.7-like),0.9565,0.0435,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Usher placements: B.1.1.7(1/1)
VA-DCLS-4797_S56_L001,B.1.1.7,0,,Alpha (B.1.1.7-like),0.9565,0.0435,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Usher placements: B.1.1.7(1/1)
VA-DCLS-4799_S58_L001,B.1.1.7,0,,Alpha (B.1.1.7-like),0.9565,0.0435,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Usher placements: B.1.1.7(1/1)
VA-DCLS-4801_S60_L001,B.1.525,0,,Eta (B.1.525-like),1,0,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 16; Ref alleles 0; Amb alleles 0; Usher placements: B.1.525(2/2)
VA-DCLS-4802_S61_L001,B.1.1.7,0,,Alpha (B.1.1.7-like),0.9565,0.0435,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Usher placements: B.1.1.7(1/1)
VA-DCLS-4803_S62_L001,B.1.617.1,0,,B.1.617.1-like,1,0,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 11; Ref alleles 0; Amb alleles 0; Usher placements: B.1.617.1(1/1)
VA-DCLS-4804_S63_L001,B.1.1.7,0,,Alpha (B.1.1.7-like),0.913,0.0435,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 21; Ref alleles 1; Amb alleles 1; Usher placements: B.1.1.7(1/1)
VA-DCLS-4805_S64_L001,B.1.1.7,0,,Alpha (B.1.1.7-like),0.913,0.0435,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 21; Ref alleles 1; Amb alleles 1; Usher placements: B.1.1.7(1/1)
VA-DCLS-4806_S65_L001,B.1.1.7,0,,Alpha (B.1.1.7-like),0.9565,0.0435,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Usher placements: B.1.1.7(1/1)
VA-DCLS-4807_S66_L001,B.1.1.7,0,,Alpha (B.1.1.7-like),0.8696,0.0435,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 20; Ref alleles 1; Amb alleles 2; Usher placements: B.1.1.7(3/3)
VA-DCLS-4808_S67_L001,B.1.1.7,0,,Alpha (B.1.1.7-like),0.9565,0.0435,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Usher placements: B.1.1.7(1/1)
VA-DCLS-4809_S68_L001,B.1.526,0,,Iota (B.1.526-like),0.8261,0.1739,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 19; Ref alleles 4; Amb alleles 0; Usher placements: B.1.526(1/1)
VA-DCLS-4811_S70_L001,B.1.1.7,0,,Alpha (B.1.1.7-like),0.9565,0.0435,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Usher placements: B.1.1.7(1/1)
VA-DCLS-4813_S72_L001,B.1.637,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.637(1/1)
VA-DCLS-4814_S73_L001,B.1.1.7,0,,Alpha (B.1.1.7-like),0.913,0.0435,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 21; Ref alleles 1; Amb alleles 1; Usher placements: B.1.1.7(1/1)
VA-DCLS-4815_S74_L001,B.1.1.7,0,,B.1.1.7-like+E484K,0.9583,0.0417,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 23; Ref alleles 1; Amb alleles 0; Usher placements: B.1.1.7(1/1)
VA-DCLS-4816_S75_L001,B.1.1.7,0,,Alpha (B.1.1.7-like),0.9565,0.0435,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Usher placements: B.1.1.7(1/1)
VA-DCLS-4817_S76_L001,B.1.1.7,0,,Alpha (B.1.1.7-like),0.9565,0.0435,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Usher placements: B.1.1.7(1/1)
VA-DCLS-4818_S77_L001,B.1.1.7,0,,Alpha (B.1.1.7-like),0.9565,0.0435,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Usher placements: B.1.1.7(1/1)
VA-DCLS-4819_S78_L001,B.1.637,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.637(1/1)
VA-DCLS-4820_S79_L001,B.1.1.7,0,,Alpha (B.1.1.7-like),0.913,0.0435,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 21; Ref alleles 1; Amb alleles 1; Usher placements: B.1.1.7(1/1)
VA-DCLS-4821_S80_L001,B.1.1.7,0,,Alpha (B.1.1.7-like),0.9565,0.0435,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Usher placements: B.1.1.7(1/1)
VA-DCLS-4822_S81_L001,B.1.617.1,0,,B.1.617.1-like,1,0,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 11; Ref alleles 0; Amb alleles 0; Usher placements: B.1.617.1(2/2)
VA-DCLS-4823_S82_L001,B.1.617.1,0,,B.1.617.1-like,1,0,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 11; Ref alleles 0; Amb alleles 0; Usher placements: B.1.617.1(2/2)
VA-DCLS-4824_S83_L001,B.1.617.1,0,,B.1.617.1-like,0.8182,0,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 9; Ref alleles 0; Amb alleles 2; Usher placements: B.1.617.1(3/3)
VA-DCLS-4825_S84_L001,B.1.1.7,0,,Alpha (B.1.1.7-like),0.9565,0.0435,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Usher placements: B.1.1.7(1/1)
VA-DCLS-4826_S85_L001,B.1.429,0,,Epsilon (B.1.429-like),1,0,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 14; Ref alleles 0; Amb alleles 0; Usher placements: B.1.429(1/1)
VA-DCLS-4829_S88_L001,B.1.1.7,0,,Alpha (B.1.1.7-like),0.9565,0.0435,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Usher placements: B.1.1.7(1/1)
VA-DCLS-4830_S89_L001,B.1.1.7,0,,Alpha (B.1.1.7-like),0.8696,0.0435,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 20; Ref alleles 1; Amb alleles 2; Usher placements: B.1.1.7(1/1)
VA-DCLS-4831_S90_L001,B.1.1.7,0,,Alpha (B.1.1.7-like),0.913,0.0435,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 21; Ref alleles 1; Amb alleles 1; Usher placements: B.1.1.7(1/1)
VA-DCLS-4832_S91_L001,B.1.526,0,,Iota (B.1.526-like),0.8261,0.1739,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 19; Ref alleles 4; Amb alleles 0; Usher placements: B.1.526(1/1)
VA-DCLS-4833_S92_L001,B.1.1.7,0,,Alpha (B.1.1.7-like),0.9565,0.0435,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Usher placements: B.1.1.7(1/1)
VA-DCLS-4834_S93_L001,B.1.526,0,,Iota (B.1.526-like),0.8261,0.1739,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 19; Ref alleles 4; Amb alleles 0; Usher placements: B.1.526(1/1)
VA-DCLS-4835_S94_L001,B.1.637,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.637(1/1)
VA-DCLS-4836_S95_L001,B.1.1.7,0,,Alpha (B.1.1.7-like),0.913,0.0435,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 21; Ref alleles 1; Amb alleles 1; Usher placements: B.1.1.7(1/1)
VA-DCLS-4837_S2_L001,B.1.1.7,0,,Alpha (B.1.1.7-like),0.9565,0.0435,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Usher placements: B.1.1.7(1/1)
VA-DCLS-4839_S4_L001,B.1.1.7,0,,Alpha (B.1.1.7-like),0.9565,0.0435,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Usher placements: B.1.1.7(1/1)
VA-DCLS-4841_S6_L001,B.1.1.7,0,,Alpha (B.1.1.7-like),0.9565,0.0435,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Usher placements: B.1.1.7(1/1)
VA-DCLS-4842_S7_L001,B.1.1.7,0,,Alpha (B.1.1.7-like),0.9565,0.0435,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Usher placements: B.1.1.7(1/1)
VA-DCLS-4843_S8_L001,B.1.1.7,0,,Alpha (B.1.1.7-like),0.9565,0.0435,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Usher placements: B.1.1.7(1/1)
VA-DCLS-4846_S11_L001,B.1.526,0,,Iota (B.1.526-like),0.8261,0.1739,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 19; Ref alleles 4; Amb alleles 0; Usher placements: B.1.526(1/1)
VA-DCLS-4894_S50_L001,B.1.1.7,0,,Alpha (B.1.1.7-like),0.9565,0.0435,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Usher placements: B.1.1.7(1/1)
VA-DCLS-4896_S52_L001,B.1.2,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.2(1/1)
VA-DCLS-4897_S53_L001,B.1.1.7,0,,Alpha (B.1.1.7-like),0.9565,0.0435,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Usher placements: B.1.1.7(1/1)
VA-DCLS-4898_S54_L001,B.1.1.7,0,,Alpha (B.1.1.7-like),0.9565,0.0435,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Usher placements: B.1.1.7(1/1)
VA-DCLS-4899_S55_L001,B.1.1.7,0,,Alpha (B.1.1.7-like),0.9565,0.0435,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Usher placements: B.1.1.7(1/1)
VA-DCLS-4900_S56_L001,B.1.1.7,0,,Alpha (B.1.1.7-like),0.9565,0.0435,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Usher placements: B.1.1.7(1/1)
VA-DCLS-4901_S57_L001,B.1.1.7,0,,Alpha (B.1.1.7-like),0.9565,0.0435,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Usher placements: B.1.1.7(1/1)
VA-DCLS-4903_S59_L001,B.1.526,0,,Iota (B.1.526-like),0.7826,0.1739,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 18; Ref alleles 4; Amb alleles 1; Usher placements: B.1.526(2/2)
VA-DCLS-4904_S60_L001,AY.26,0,,Delta (B.1.617.2-like),0.6923,0,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 9; Ref alleles 0; Amb alleles 4; Usher placements: AY.26(3/3)
VA-DCLS-4905_S61_L001,B.1.1.7,0,,Alpha (B.1.1.7-like),0.9565,0.0435,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Usher placements: B.1.1.7(1/1)
VA-DCLS-4906_S62_L001,B.1.1.7,0,,Alpha (B.1.1.7-like),0.8261,0.0435,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 19; Ref alleles 1; Amb alleles 3; Usher placements: B.1.1.7(1/1)
VA-DCLS-4907_S63_L001,B.1.1.7,0,,Alpha (B.1.1.7-like),0.8696,0.0435,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 20; Ref alleles 1; Amb alleles 2; Usher placements: B.1.1.7(1/1)
VA-DCLS-4908_S64_L001,B.1.1.7,0,,Alpha (B.1.1.7-like),0.913,0.0435,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 21; Ref alleles 1; Amb alleles 1; Usher placements: B.1.1.7(1/1)
VA-DCLS-4909_S65_L001,B.1.1.7,0,,Alpha (B.1.1.7-like),0.9565,0.0435,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Usher placements: B.1.1.7(2/2)
VA-DCLS-4910_S66_L001,B.1.1.7,0,,Alpha (B.1.1.7-like),0.9565,0.0435,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Usher placements: B.1.1.7(3/3)
VA-DCLS-4911_S67_L001,XB,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: XB(1/1)
VA-DCLS-4912_S68_L001,B.1.526,0,,Iota (B.1.526-like),0.8261,0.1739,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 19; Ref alleles 4; Amb alleles 0; Usher placements: B.1.526(1/1)
VA-DCLS-4913_S69_L001,B.1.526,0,,Iota (B.1.526-like),0.8261,0.1739,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 19; Ref alleles 4; Amb alleles 0; Usher placements: B.1.526(1/1)
VA-DCLS-4914_S70_L001,B.1.1.7,0,,Alpha (B.1.1.7-like),0.9565,0.0435,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Usher placements: B.1.1.7(1/1)
VA-DCLS-4915_S71_L001,B.1.1.7,0,,Alpha (B.1.1.7-like),0.9565,0.0435,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Usher placements: B.1.1.7(1/1)
VA-DCLS-4916_S72_L001,B.1.1.7,0,,Alpha (B.1.1.7-like),0.9565,0.0435,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Usher placements: B.1.1.7(2/2)
VA-DCLS-4917_S73_L001,B.1.1.7,0,,Alpha (B.1.1.7-like),0.9565,0.0435,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Usher placements: B.1.1.7(2/2)
VA-DCLS-4918_S74_L001,B.1.1.7,0,,Alpha (B.1.1.7-like),0.9565,0.0435,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Usher placements: B.1.1.7(1/1)
VA-DCLS-4919_S75_L001,B.1.1.7,0,,Alpha (B.1.1.7-like),0.913,0.0435,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 21; Ref alleles 1; Amb alleles 1; Usher placements: B.1.1.7(1/1)
VA-DCLS-4920_S76_L001,B.1.1.7,0,,Alpha (B.1.1.7-like),0.913,0.0435,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 21; Ref alleles 1; Amb alleles 1; Usher placements: B.1.1.7(1/1)
VA-DCLS-4921_S77_L001,B.1.1.7,0,,Alpha (B.1.1.7-like),0.913,0.0435,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 21; Ref alleles 1; Amb alleles 1; Usher placements: B.1.1.7(2/2)
VA-DCLS-4922_S78_L001,B.1.1.7,0,,Alpha (B.1.1.7-like),0.9565,0.0435,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Usher placements: B.1.1.7(2/2)
VA-DCLS-4923_S79_L001,B.1.637,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.637(1/1)
VA-DCLS-4924_S80_L001,R.1,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: R.1(2/2)
VA-DCLS-4925_S81_L001,B.1.1.7,0,,Alpha (B.1.1.7-like),0.9565,0.0435,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Usher placements: B.1.1.7(1/1)
VA-DCLS-4926_S82_L001,B.1.1.7,0,,Alpha (B.1.1.7-like),0.9565,0.0435,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Usher placements: B.1.1.7(1/1)
VA-DCLS-4927_S83_L001,B.1.526,0,,Iota (B.1.526-like),0.8261,0.1739,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 19; Ref alleles 4; Amb alleles 0; Usher placements: B.1.526(1/1)
VA-DCLS-4928_S84_L001,B.1.1.7,0,,Alpha (B.1.1.7-like),0.9565,0.0435,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Usher placements: B.1.1.7(3/3)
VA-DCLS-4929_S85_L001,B.1.1.7,0,,Alpha (B.1.1.7-like),0.8696,0.0435,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 20; Ref alleles 1; Amb alleles 2; Usher placements: B.1.1.7(1/1)
VA-DCLS-4930_S86_L001,B.1.1.7,0,,Alpha (B.1.1.7-like),0.9565,0.0435,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Usher placements: B.1.1.7(2/2)
VA-DCLS-4931_S87_L001,B.1.1.7,0,,Alpha (B.1.1.7-like),0.9565,0.0435,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Usher placements: B.1.1.7(1/1)
VA-DCLS-4932_S88_L001,B.1.1,0,,,,,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,Usher placements: B.1.1(1/1)
VA-DCLS-4933_S89_L001,B.1.351,0,,Beta (B.1.351-like),0.5,0,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 7; Ref alleles 0; Amb alleles 5; Usher placements: B.1.351(10/10)
VA-DCLS-4934_S90_L001,B.1.1.7,0,,Alpha (B.1.1.7-like),0.9565,0.0435,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Usher placements: B.1.1.7(1/1)
VA-DCLS-4935_S91_L001,B.1.1.7,0,,Alpha (B.1.1.7-like),0.9565,0.0435,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Usher placements: B.1.1.7(2/2)
VA-DCLS-4936_S92_L001,B.1.1.7,0,,Alpha (B.1.1.7-like),0.9565,0.0435,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Usher placements: B.1.1.7(1/1)
VA-DCLS-4938_S94_L001,B.1.617.2,0,,Delta (B.1.617.2-like),0.8462,0,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 11; Ref alleles 0; Amb alleles 2; Usher placements: B.1.617.2(1/1)
VA-DCLS-4939_S95_L001,B.1.1.7,0,,Alpha (B.1.1.7-like),0.9565,0.0435,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Usher placements: B.1.1.7(1/1)
VA-DCLS-4940_S43_L001,C.37,0,,Lambda (C.37-like),0.9474,0,PUSHER-v1.2.105,3.1.17,,v1.2.105,passed_qc,scorpio call: Alt alleles 18; Ref alleles 0; Amb alleles 0; Usher placements: C.37(2/2)
